X,Y,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,number,type,line,locus_activity
113.74809703286,-8.34924665002077,2023-04-06 12:45,,,,,,,,,,,,"			<color>0000FF</color>			<opacity>0.59</opacity>			<width>6.0</width>			<extensions>				<locus:lsColorBase>#960000FF</locus:lsColorBase>				<locus:lsWidth>6.0</locus:lsWidth>				<locus:lsUnits>PIXELS</locus:lsUnits>			</extensions>		",cycling
