X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,gpxtpx_TrackPointExtension
113.56232,-8.297295,"0","0","0",12.36,2023/04/06 04:02:49+00,,,,,,,,,,,,,,,,,5.2,,,,,"			<gpxtpx:course>0.0</gpxtpx:course>		"
113.56223,-8.2973433,"0","0","1",10.57,2023/04/06 04:03:13+00,,,,,,,,,,,,,,,,,5.6,,,,,"			<gpxtpx:course>0.0</gpxtpx:course>		"
113.5621533,-8.2974733,"0","0","2",9.18,2023/04/06 04:03:18+00,,,,,,,,,,,,,,,,,5.4,,,,,"			<gpxtpx:course>220.45</gpxtpx:course>		"
113.5621233,-8.2975683,"0","0","3",7.19,2023/04/06 04:03:29+00,,,,,,,,,,,,,,,,,4.7,,,,,"			<gpxtpx:course>289.0</gpxtpx:course>		"
113.5620483,-8.2976317,"0","0","4",5.1,2023/04/06 04:03:37+00,,,,,,,,,,,,,,,,,4.8,,,,,"			<gpxtpx:course>222.06</gpxtpx:course>		"
113.56197,-8.2977083,"0","0","5",5.1,2023/04/06 04:03:43+00,,,,,,,,,,,,,,,,,5.1,,,,,"			<gpxtpx:course>222.06</gpxtpx:course>		"
113.5619783,-8.2978083,"0","0","6",7.64,2023/04/06 04:03:58+00,,,,,,,,,,,,,,,,,4.4,,,,,"			<gpxtpx:course>212.39</gpxtpx:course>		"
113.5620067,-8.297895,"0","0","7",8.5,2023/04/06 04:04:20+00,,,,,,,,,,,,,,,,,3,,,,,"			<gpxtpx:course>212.39</gpxtpx:course>		"
113.5618983,-8.2979033,"0","0","8",20.59,2023/04/06 04:04:35+00,,,,,,,,,,,,,,,,,3.9,,,,,"			<gpxtpx:course>212.39</gpxtpx:course>		"
113.561805,-8.2979433,"0","0","9",23.49,2023/04/06 04:04:40+00,,,,,,,,,,,,,,,,,4.1,,,,,"			<gpxtpx:course>212.39</gpxtpx:course>		"
113.5616883,-8.2980133,"0","0","10",23.95,2023/04/06 04:04:45+00,,,,,,,,,,,,,,,,,4.6,,,,,"			<gpxtpx:course>232.0</gpxtpx:course>		"
113.5617083,-8.298195,"0","0","11",23.72,2023/04/06 04:04:50+00,,,,,,,,,,,,,,,,,4.7,,,,,"			<gpxtpx:course>195.92</gpxtpx:course>		"
113.5617133,-8.2983317,"0","0","12",22.87,2023/04/06 04:04:55+00,,,,,,,,,,,,,,,,,4.8,,,,,"			<gpxtpx:course>169.53</gpxtpx:course>		"
113.5616183,-8.2982917,"0","0","13",20.66,2023/04/06 04:05:05+00,,,,,,,,,,,,,,,,,4.4,,,,,"			<gpxtpx:course>280.42</gpxtpx:course>		"
113.5615283,-8.2983483,"0","0","14",21.36,2023/04/06 04:05:13+00,,,,,,,,,,,,,,,,,4.5,,,,,"			<gpxtpx:course>236.68</gpxtpx:course>		"
113.561455,-8.298405,"0","0","15",22.12,2023/04/06 04:05:19+00,,,,,,,,,,,,,,,,,4.4,,,,,"			<gpxtpx:course>212.77</gpxtpx:course>		"
113.5616117,-8.29847,"0","0","16",21.38,2023/04/06 04:05:24+00,,,,,,,,,,,,,,,,,4.3,,,,,"			<gpxtpx:course>86.48</gpxtpx:course>		"
113.5617267,-8.29854,"0","0","17",20.63,2023/04/06 04:05:29+00,,,,,,,,,,,,,,,,,4.7,,,,,"			<gpxtpx:course>186.48</gpxtpx:course>		"
113.56173,-8.2986733,"0","0","18",22.24,2023/04/06 04:05:39+00,,,,,,,,,,,,,,,,,5,,,,,"			<gpxtpx:course>186.48</gpxtpx:course>		"
113.5618133,-8.298955,"0","0","19",22.81,2023/04/06 04:05:44+00,,,,,,,,,,,,,,,,,4.9,,,,,"			<gpxtpx:course>186.48</gpxtpx:course>		"
113.561805,-8.299195,"0","0","20",23.34,2023/04/06 04:05:49+00,,,,,,,,,,,,,,,,,5.1,,,,,"			<gpxtpx:course>183.47</gpxtpx:course>		"
113.5617467,-8.2993383,"0","0","21",22.49,2023/04/06 04:05:54+00,,,,,,,,,,,,,,,,,5.3,,,,,"			<gpxtpx:course>190.74</gpxtpx:course>		"
113.5616833,-8.2991817,"0","0","22",28.93,2023/04/06 04:05:59+00,,,,,,,,,,,,,,,,,4,,,,,"			<gpxtpx:course>169.55</gpxtpx:course>		"
113.5616167,-8.2990333,"0","0","23",18.37,2023/04/06 04:06:04+00,,,,,,,,,,,,,,,,,3.8,,,,,"			<gpxtpx:course>169.55</gpxtpx:course>		"
113.561515,-8.2990117,"0","0","24",15.1,2023/04/06 04:06:12+00,,,,,,,,,,,,,,,,,3.9,,,,,"			<gpxtpx:course>169.55</gpxtpx:course>		"
113.5614617,-8.299085,"0","0","25",15,2023/04/06 04:06:19+00,,,,,,,,,,,,,,,,,3.5,,,,,"			<gpxtpx:course>206.06</gpxtpx:course>		"
113.5614983,-8.2991733,"0","0","26",8.66,2023/04/06 04:06:29+00,,,,,,,,,,,,,,,,,3.7,,,,,"			<gpxtpx:course>139.06</gpxtpx:course>		"
113.5613317,-8.2991433,"0","0","27",-0.73,2023/04/06 04:06:34+00,,,,,,,,,,,,,,,,,2.6,,,,,"			<gpxtpx:course>295.95</gpxtpx:course>		"
113.561255,-8.2990933,"0","0","28",-4.52,2023/04/06 04:06:41+00,,,,,,,,,,,,,,,,,2.6,,,,,"			<gpxtpx:course>278.16</gpxtpx:course>		"
113.5611483,-8.2991033,"0","0","29",1.53,2023/04/06 04:06:59+00,,,,,,,,,,,,,,,,,3.3,,,,,"			<gpxtpx:course>202.87</gpxtpx:course>		"
113.560975,-8.2990967,"0","0","30",2.94,2023/04/06 04:07:04+00,,,,,,,,,,,,,,,,,3.7,,,,,"			<gpxtpx:course>271.49</gpxtpx:course>		"
113.5608417,-8.299125,"0","0","31",3.08,2023/04/06 04:07:09+00,,,,,,,,,,,,,,,,,4.1,,,,,"			<gpxtpx:course>239.03</gpxtpx:course>		"
113.5607517,-8.2991117,"0","0","32",2.5,2023/04/06 04:07:24+00,,,,,,,,,,,,,,,,,3.5,,,,,"			<gpxtpx:course>304.3</gpxtpx:course>		"
113.560655,-8.2990933,"0","0","33",4.34,2023/04/06 04:07:29+00,,,,,,,,,,,,,,,,,3.6,,,,,"			<gpxtpx:course>304.3</gpxtpx:course>		"
113.5605283,-8.29904,"0","0","34",5.36,2023/04/06 04:07:34+00,,,,,,,,,,,,,,,,,3.6,,,,,"			<gpxtpx:course>278.95</gpxtpx:course>		"
113.56043,-8.299045,"0","0","35",5.03,2023/04/06 04:07:42+00,,,,,,,,,,,,,,,,,3.4,,,,,"			<gpxtpx:course>181.12</gpxtpx:course>		"
113.5603667,-8.2989767,"0","0","36",3.49,2023/04/06 04:07:51+00,,,,,,,,,,,,,,,,,4,,,,,"			<gpxtpx:course>12.2</gpxtpx:course>		"
113.56029,-8.299035,"0","0","37",1.27,2023/04/06 04:07:58+00,,,,,,,,,,,,,,,,,4.3,,,,,"			<gpxtpx:course>12.2</gpxtpx:course>		"
113.5603083,-8.2991467,"0","0","38",-0.22,2023/04/06 04:08:03+00,,,,,,,,,,,,,,,,,4.3,,,,,"			<gpxtpx:course>192.9</gpxtpx:course>		"
113.5603783,-8.2992117,"0","0","39",-2.09,2023/04/06 04:08:08+00,,,,,,,,,,,,,,,,,4.3,,,,,"			<gpxtpx:course>95.54</gpxtpx:course>		"
113.560465,-8.2993167,"0","0","40",-3.68,2023/04/06 04:08:13+00,,,,,,,,,,,,,,,,,4.2,,,,,"			<gpxtpx:course>153.84</gpxtpx:course>		"
113.5604617,-8.2994633,"0","0","41",-4.61,2023/04/06 04:08:18+00,,,,,,,,,,,,,,,,,4.3,,,,,"			<gpxtpx:course>187.57</gpxtpx:course>		"
113.5604533,-8.299555,"0","0","42",-6.52,2023/04/06 04:08:24+00,,,,,,,,,,,,,,,,,4.4,,,,,"			<gpxtpx:course>166.37</gpxtpx:course>		"
